reportingorg_ref,year,iati_usd_mil
,2013,15.954821288184
-,2023,0.03183520839999999
41AAA,2010,325.806313
41AAA,2011,89.478056
41AAA,2013,10.4454
41AAA,2014,209.000122
41AAA,2015,758.638936
41AAA,2016,1286.49354
41AAA,2017,222.718634
41AAA,2018,1004.060683
41AAA,2019,382.899439
41AAA,2020,995.597523
41AAA,2021,997.723901
41AAA,2022,1133.189512
41AAA,2023,559.294274
41AAA,2024,438.714563
44000,2012,0.689844
44000,2013,1.657726
44000,2014,1.638901
44000,2023,1025.65626
44000,2024,1864.247441
47111,2010,0.0
47111,2011,0.0
47111,2012,0.0
47111,2013,0.0
AF-MOE-118,2023,0.1596900466
AF-MOE-138,2017,0.7289823596999997
AF-MOE-138,2018,2.64164759
AF-MOE-138,2019,4.757841389999999
AF-MOE-611,2021,0.285238987986
AM-SRALE-222.160.00823,2019,0.07402800179999999
AM-SRALE-222.160.00823,2020,0.0940693968
AR-CENOC-16969-A,2017,1.4309957386
AR-CENOC-16969-A,2018,1.5584167628
AR-CENOC-16969-A,2019,1.5889377742
AR-CENOC-16969-A,2020,1.758937389
AT-UID-U74408937,2019,0.21541509916399984
AT-UID-U74408937,2020,0.5078785342019996
AT-UID-U74408937,2021,0.3459977379459997
AT-UID-U74408937,2023,0.2706589180119999
AT-ZVR-315688676,2019,0.075460787760633
AT-ZVR-315688676,2020,0.25736006290545443
AT-ZVR-315688676,2021,0.3334403556948798
AT-ZVR-315688676,2022,0.39587796219541244
AT-ZVR-315688676,2023,0.092576783589154
AU-ACNC-18055208636,2020,24.73850378139001
AU-ACNC-18055208636,2021,21.771435223440008
AU-ACNC-18055208636,2022,19.446735820400008
BD-MEGPRB-SHIM-SHA-14-13-BE-BI-5-97-142,2018,0.03260431666666667
BD-MEGPRB-SHIM-SHA-14-13-BE-BI-5-97-142,2019,0.5628956333333333
BD-MEGPRB-SHIM-SHA-14-13-BE-BI-5-97-142,2021,0.097598
BD-NAB-0004,2024,0.48768020881771473
BD-NAB-0203,2021,0.01237128
BD-NAB-051,2016,0.15525955722899992
BD-NAB-051,2017,0.18486681809199992
BD-NAB-051,2018,0.09312529894999994
BD-NAB-051,2019,0.023096857334999985
BD-NAB-2004,2020,0.05348338719879998
BD-NAB-2004,2021,0.19934186261299988
BD-NAB-2004,2022,0.2419430060469999
BD-ROC-C-104266-12,2021,0.106908564
BD-ROC-C-104266-12,2022,0.1341500744
BD-ROC-C-104266-12,2023,0.1364462532
BD-ROC-S-12313,2019,0.005398642989999996
BD-ROC-S-12313,2020,0.01652542917799999
BD-ROC-S-12313,2021,0.010172877536999995
BJ-IFU-6201810257535,2022,1.7289016628922311
BJ-IFU-6201810257535,2023,2.0500596803842313
BO-NIT-351775028,2023,0.544243203726
BO-NIT-351775028,2024,0.6473230955360001
BR-CNPJ-14.563.354/0001-50,2018,0.1580410519999999
BR-CNPJ-14.563.354/0001-50,2019,0.5329660819999997
BR-CNPJ-14.563.354/0001-50,2020,0.48482863389999975
BR-CNPJ-14.563.354/0001-50,2021,0.11189488079999994
BR-CNPJ-62579164-0001-72,2023,0.10782961145099994
CA-CC-020387-4,2020,0.33224629314017895
CA-CC-020387-4,2021,2.098778582587701
CA-CC-020387-4,2022,4.937919393552053
CA-CC-020387-4,2023,11.12217109785542
CA-CC-020387-4,2024,7.295978589688965
CA-CC-1347404-6,2022,0.000488
CA-CRA-89980-1815-RR0001,2012,0.0
CA-CRA_ACR-101182509,2018,0.8595479280459994
CA-CRA_ACR-101182509,2019,6.407540859786996
CA-CRA_ACR-101182509,2020,8.995640863553994
CA-CRA_ACR-101182509,2021,11.843720138178993
CA-CRA_ACR-101182509,2022,16.25557087460658
CA-CRA_ACR-101182509,2023,5.242009238420155
CA-CRA_ACR-101182509,2024,1.531051294385209
CA-CRA_ACR-119075091,2018,0.04361813432600001
CA-CRA_ACR-119075091,2019,0.24551446102600002
CA-CRA_ACR-119075091,2020,0.458929462
CA-CRA_ACR-119075091,2021,0.408522317
CA-CRA_ACR-872374426,2017,0.2603775926
CH-FDJP-106064950,2016,0.9019273700999995
CH-FDJP-106064950,2017,2.767597448999999
CH-FDJP-106064950,2018,3.4805691616999983
CH-FDJP-106064950,2019,5.677846746699998
CH-FDJP-106064950,2020,4.412973535499997
CH-FDJP-109458452,2017,0.7028233161502294
CH-FDJP-109458452,2018,0.7986933717121338
CH-FDJP-109458452,2019,1.0821186200645783
CH-FDJP-109458452,2020,0.7316762023452104
CH-FDJP-109458452,2021,0.8253650031156177
CH-FDJP-109458452,2022,1.5606884382257968
CH-FDJP-109458452,2023,0.4288993372231349
CH-FDJP-109458452,2024,0.7860141392397892
CH-FDJP-110.162.567,2021,71.189586
CH-FDJP-110.162.567,2022,157.15298881
CH-FDJP-110.162.567,2023,110.600712
CH-FDJP-258577051,2019,1.5647087747125137
CH-FDJP-258577051,2020,1.3467252025151533
CH-FDJP-258577051,2021,1.9228697671783832
CH-FDJP-258577051,2022,0.45537189146320733
CH-FDJP-CHE100871337,2018,0.10612926981249646
CH-FDJP-CHE100871337,2019,0.1317906304877358
CH-FDJP-CHE109506789,2018,0.06930784400000001
CH-FDJP-CHE109506789,2019,0.35582638660000004
CH-FDJP-CHE109506789,2020,0.3377590294
CH-FDJP-CHE109506789,2021,0.3511051726
CH-FDJP-CHE109506789,2022,0.3459340174
CH-FDJP-CHE109506789,2023,0.24386496180000003
CH-FDJP-CHE331930936,2019,0.004094845152
CH-FDJP-CHE331930936,2020,25.061806040656002
CH-FDJP-CHE331930936,2021,18.38403363244
CH-FDJP-CHE331930936,2022,25.617527413386004
CH-FDJP-CHE331930936,2023,27.334157296078
CO-RUE-800121811,2021,0.1967003508
CO-RUE-800121811,2022,0.24105737096
CO-RUE-800121811,2023,0.12821110404799999
CO-RUE-860049972,2018,0.01392
CO-RUE-900.683.942-8,2021,0.120486448042
CO-RUE-900.683.942-8,2022,0.2103116002
CO-RUE-900.683.942-8,2023,0.2175972678
CZ-ICO-25755277,2014,1.0891769105319993
CZ-ICO-25755277,2015,4.697882130269997
CZ-ICO-25755277,2016,6.247561610585996
CZ-ICO-25755277,2017,5.173253409550997
CZ-ICO-25755277,2018,2.126692670398999
CZ-ICO-25755277,2019,4.932936982894997
CZ-ICO-25755277,2020,3.435410999294998
CZ-ICO-25755277,2021,2.647742971606999
CZ-ICO-25755277,2022,6.481712090567997
CZ-ICO-25755277,2023,11.732172349931995
CZ-ICO-25755277,2024,0.9728999216189994
DE-CR-7745,2012,3.7715444444
DE-CR-7745,2013,8.1538302016
DE-CR-7745,2014,7.337983298400001
DE-CR-7745,2016,0.26850716399999996
DE-CR-7745,2018,4.5499363832
DE-CR-7745,2020,5.9734468324000005
DE-CR-VR32914,2017,1.9230539698
DE-CR-VR32914,2018,2.2087507888
DE-CR-VR32914,2019,1.9351939326000005
DE-CR-VR32914,2020,1.8917798878
DK-CVR-12921047,2018,3.6056028494143977
DK-CVR-12921047,2019,3.7589928807126367
DK-CVR-12921047,2020,1.9602647037996912
DK-CVR-12921047,2021,0.49168816756595995
DK-CVR-14723692,2022,3.8583223577063066
DK-CVR-14723692,2023,3.6760561385619805
DK-CVR-14766383,2013,0.2384037897777967
DK-CVR-14766383,2014,1.7025596578436788
DK-CVR-14766383,2015,2.8608189942077016
DK-CVR-14766383,2016,4.18883899109204
DK-CVR-14766383,2017,2.370762062568155
DK-CVR-14766383,2018,4.278542578351815
DK-CVR-14766383,2019,4.387261333220037
DK-CVR-14766383,2020,4.13888190225319
DK-CVR-14766383,2021,4.669778363144553
DK-CVR-14766383,2022,3.759611391992749
DK-CVR-14766383,2023,1.037541742787951
DK-CVR-16077593,2020,0.6757355086317997
DK-CVR-19348407,2010,0.17301397799209756
DK-CVR-19348407,2011,0.23837447423206015
DK-CVR-19348407,2012,0.39953123451020384
DK-CVR-19348407,2013,0.3441201795754203
DK-CVR-19348407,2014,0.46265589639008087
DK-CVR-19348407,2015,0.30577353670108054
DK-CVR-19348407,2016,0.5968019090509977
DK-CVR-19348407,2017,0.3432981263542508
DK-CVR-19348407,2018,0.8347206865785785
DK-CVR-19348407,2019,1.1589787936723739
DK-CVR-19348407,2020,0.569551064281769
DK-CVR-19348407,2021,0.4796002379232697
DK-CVR-19348407,2022,0.4396437892113127
DK-CVR-19348407,2023,0.3629448003852091
DK-CVR-19348407,2024,0.30226914220164003
DK-CVR-25825012,2022,1.0621574542210137
DK-CVR-36980214,2018,15.469995732959456
DK-CVR-36980214,2019,16.137763931965274
DK-CVR-36980214,2020,22.30693637251986
DK-CVR-36980214,2021,17.92452622395944
DK-CVR-36980214,2022,14.435044746569233
DK-CVR-36980214,2023,0.6556746087720043
DK-CVR-40781218,2018,0.5247209358315277
DK-CVR-40781218,2019,0.5083090453328801
DK-CVR-40781218,2020,0.20605854611887667
DK-CVR-40781218,2022,2.225636515557066
DK-CVR-40781218,2023,4.105542762459107
DK-CVR-40781218,2024,1.5426909405050206
DK-CVR-42047007,2021,0.035737
DK-CVR-42047007,2022,0.034177
DK-CVR-42047007,2023,0.028946
DK-CVR-58185728,2022,0.8571632351899846
DK-CVR-58185728,2023,0.937337842545779
DK-CVR-78920610,2022,0.9142152831711774
DK-CVR-78920610,2023,1.0503910723541658
DK-CVR-DK-CVR-37295728,2019,1.6106474607039991
DK-CVR-DK-CVR-37295728,2020,0.4090666515789998
ES-CIF-G81164105,2021,5.289957991308
ES-CIF-G81164105,2022,4.129742200678
ES-CIF-G81164105,2023,4.393685323800001
ES-NIF-G79408852,2020,0.07855859
ES-NIF-G79408852,2021,0.5620747921999997
ET-CSA-0062,2019,3.14
ET-CSA-0062,2020,5.843606
ET-CSA-0062,2021,8.72719
ET-CSA-0062,2022,4.37628
ET-CSA-0062,2023,8.473515
ET-CSA-0475,2019,0.0
ET-CSA-0475,2020,0.0
ET-CSA-0475,2021,0.0
ET-CSA-0976,2019,0.003644578999999998
ET-CSA-0976,2020,0.08074949409999996
ET-CSA-1128,2021,0.11766279240000001
ET-CSA-1128,2022,0.2264777974
ET-CSA-1128,2023,0.2103887028
ET-CSA-1351,2021,0.03463
ET-CSA-3994,2021,0.7033742776
ET-CSA-3994,2022,2.6453120472
ET-CSA-3994,2023,2.9883605262
ET-CSA-8744,2020,13.14008984
ET-CSA-8744,2021,10.715680171
ET-MOT-0638,2016,0.2265424528469999
ET-MOT-0638,2017,0.46552839378099975
ET-MOT-0638,2020,0.3608221486999998
FI-PRO-1993025-9,2022,2.8929761604
FI-PRO-1993025-9,2023,2.3378712388
FR-RCS-31899089200065,2024,0.2572415488679999
FR-RCS-40885667200030,2019,0.2058808804999999
FR-RCS-40885667200030,2020,0.5336319427999997
FR-RCS-40885667200030,2021,0.3883607893999998
FR-RCS-40885667200030,2022,0.046356774899999974
FR-RCS-519655997,2019,0.03204833429999998
FR-RCS-519655997,2020,0.11085931592399993
GB-CH-4161656,2012,0.014304871686999992
GB-CH-4161656,2013,0.059638957541999965
GB-CH-4161656,2014,0.04779410101399997
GB-CH-4161656,2015,0.39540011087899973
GB-CH-4161656,2016,1.5554325806829992
GB-CH-4161656,2017,2.8232246204439986
GB-CH-4161656,2018,2.3033072284209997
GB-CH-4161656,2019,0.032778019370999986
GB-CHC-000391,2012,0.23722130892599988
GB-CHC-000391,2013,0.3240247009649998
GB-CHC-000391,2014,0.37708702200699984
GB-CHC-000391,2015,0.4402849424699998
GB-CHC-000391,2016,0.2930596137319999
GB-CHC-000391,2017,0.8010725496409996
GB-CHC-000391,2018,1.5545516140559992
GB-CHC-000391,2019,2.2164936719159987
GB-CHC-000391,2020,2.1282275552089986
GB-CHC-000391,2021,2.368225566725999
GB-CHC-000391,2022,0.027386400707999983
GB-CHC-1000717,2013,0.0
GB-CHC-1000717,2014,0.0
GB-CHC-1001813,2017,3.92314186
GB-CHC-1001813,2018,15.219865687347996
GB-CHC-1001813,2019,27.794493538145986
GB-CHC-1001813,2020,18.972323852599988
GB-CHC-1001813,2021,15.04555228889999
GB-CHC-1001813,2022,3.839643425799998
GB-CHC-1013587,2018,0.01891649999999999
GB-CHC-1013587,2019,0.1271486912
GB-CHC-1016676,2019,0.13780592061799993
GB-CHC-1016676,2020,0.13451505494599994
GB-CHC-1016676,2021,0.18945318657199992
GB-CHC-1016676,2022,0.12248479149599993
GB-CHC-1017336,2020,1.06872737612
GB-CHC-1017336,2021,1.04962524
GB-CHC-1017336,2022,0.4663370867669998
GB-CHC-1017336,2023,0.4009289119999998
GB-CHC-1017336,2024,0.10326643459999994
GB-CHC-1020488,2012,0.047707412999999976
GB-CHC-1020488,2013,0.07977466379999995
GB-CHC-1020488,2014,0.09672510889999994
GB-CHC-1020488,2015,0.6371896914999997
GB-CHC-1029161,2010,0.5230260917999998
GB-CHC-1029161,2011,0.3197254218999998
GB-CHC-1029161,2012,0.8879187812469995
GB-CHC-1029161,2013,19.517512755408987
GB-CHC-1029161,2014,22.878079323520986
GB-CHC-1029161,2015,18.829566550717992
GB-CHC-1029161,2016,13.220675314363994
GB-CHC-1029161,2017,16.72347862749999
GB-CHC-1029161,2018,19.75446942249999
GB-CHC-1029161,2019,16.86508250209999
GB-CHC-1029161,2020,14.517635651299992
GB-CHC-1029161,2021,15.566816502871335
GB-CHC-1029161,2022,5.683502780199997
GB-CHC-1043843,2011,2.1548503976999993
GB-CHC-1043843,2012,3.8158448924249977
GB-CHC-1043843,2013,11.170784526299995
GB-CHC-1043843,2014,12.738364199499994
GB-CHC-1043843,2015,11.805812422499995
GB-CHC-1043843,2016,14.729989488999994
GB-CHC-1043843,2017,13.054700660361233
GB-CHC-1043843,2018,14.406070796005231
GB-CHC-1043843,2019,9.985974265520998
GB-CHC-1043843,2020,4.777448015675999
GB-CHC-1043843,2021,4.407382100390999
GB-CHC-1043843,2022,2.776112383242999
GB-CHC-1043843,2023,2.9525399549999993
GB-CHC-1043843,2024,0.15735176
GB-CHC-1046001,2014,0.10705326567999995
GB-CHC-1046001,2015,0.2525625904259999
GB-CHC-1046001,2016,0.36345820080799984
GB-CHC-1046001,2017,0.14317656718799993
GB-CHC-1046001,2018,0.3228060369799999
GB-CHC-1046001,2019,0.2033790850979999
GB-CHC-1046001,2020,0.18228446362199993
GB-CHC-1046001,2021,0.10202367099399996
GB-CHC-1047501,2015,2.4139570895999998
GB-CHC-1047501,2016,3.147576980410998
GB-CHC-1047501,2017,17.10549143957899
GB-CHC-1047501,2018,18.88688939722199
GB-CHC-1047501,2019,63.50300861247497
GB-CHC-1047501,2020,31.667113271803988
GB-CHC-1047501,2021,23.070218716147988
GB-CHC-1047501,2022,12.065916436873993
GB-CHC-1047501,2023,11.351984610910993
GB-CHC-1047501,2024,12.513173815759995
GB-CHC-1047608,2018,0.3403394255549998
GB-CHC-1047608,2019,0.07339192142499998
GB-CHC-1048007,2013,0.1375179105999999
GB-CHC-1048007,2014,0.6819461304999996
GB-CHC-1048007,2015,0.9796199577999996
GB-CHC-1048007,2016,1.353157777799999
GB-CHC-1048007,2017,0.48481452219099974
GB-CHC-1048007,2018,0.11936225745199994
GB-CHC-1048007,2019,0.08580019959999995
GB-CHC-1048007,2020,0.026953490299999987
GB-CHC-1050327,2015,0.7821758362999996
GB-CHC-1050327,2016,0.6313041377999997
GB-CHC-1050327,2017,0.35221388009999977
GB-CHC-1050327,2018,0.3823264258999998
GB-CHC-1050327,2019,0.4081942714035698
GB-CHC-1050327,2020,0.9111422404109996
GB-CHC-1050327,2021,1.2788812703909993
GB-CHC-1050327,2022,1.462537003708999
GB-CHC-1050327,2023,0.49761342609099973
GB-CHC-1053389,2017,1.631509157009999
GB-CHC-1053389,2018,2.7920955775999987
GB-CHC-1053389,2019,2.183737154299999
GB-CHC-1055436,2017,0.19210336299999992
GB-CHC-1055436,2018,0.7353675371559996
GB-CHC-1055436,2019,2.269627383828999
GB-CHC-1055436,2020,4.632765496600998
GB-CHC-1055436,2021,3.4124559652659987
GB-CHC-1055436,2022,0.03157668289999998
GB-CHC-1058162,2017,0.35551159354499984
GB-CHC-1058162,2019,0.5985283505759997
GB-CHC-1058162,2020,0.8210310209049996
GB-CHC-1058162,2021,0.8020935614229996
GB-CHC-1058162,2022,1.2266880742469994
GB-CHC-1058162,2023,0.7736758331349997
GB-CHC-1058162,2024,0.6843316524819997
GB-CHC-1058991,2013,0.2065971852999999
GB-CHC-1058991,2014,0.11919160539999994
GB-CHC-1058991,2015,0.43720951051099977
GB-CHC-1058991,2021,0.2910089137999999
GB-CHC-1064413,2018,0.07576474412999996
GB-CHC-1064413,2019,0.22852087913799987
GB-CHC-1064413,2020,0.13982105752999993
GB-CHC-1064413,2021,0.0067456238999999965
GB-CHC-1065972,2013,0.16876640483599992
GB-CHC-1065972,2014,3.588517039108998
GB-CHC-1065972,2015,5.646947930271997
GB-CHC-1065972,2016,7.603981816252996
GB-CHC-1065972,2017,7.638003330667996
GB-CHC-1065972,2018,0.3880501804699998
GB-CHC-1069182,2017,1.1591457563144618
GB-CHC-1069182,2018,1.4544581571633741
GB-CHC-1070684,2012,0.021086121661999985
GB-CHC-1070684,2015,0.028393729554999983
GB-CHC-1071660,2015,0.054384937499999966
GB-CHC-1071660,2016,0.026048020499999984
GB-CHC-1076235,2011,0.34334834709999984
GB-CHC-1076235,2012,18.03097071319999
GB-CHC-1076235,2013,28.260682243899982
GB-CHC-1076235,2014,22.948056362699994
GB-CHC-1076235,2015,18.838052013399988
GB-CHC-1076235,2016,18.764975051699988
GB-CHC-1076235,2017,6.060444309099997
GB-CHC-1076235,2019,0.2088532931999999
GB-CHC-1076235,2020,1.4404910714479993
GB-CHC-1076235,2021,0.7099639891999996
GB-CHC-1076235,2022,1.5547245234769993
GB-CHC-1076235,2023,0.30698578969999984
GB-CHC-1076235,2024,0.18269429589999991
GB-CHC-1077216,2020,0.2091248963069999
GB-CHC-1077216,2021,0.2529942901779999
GB-CHC-1077216,2022,0.17340858960199992
GB-CHC-1077216,2023,0.11495014776999991
GB-CHC-1077889,2013,0.1869530305999999
GB-CHC-1077889,2014,0.5363979260409997
GB-CHC-1077889,2015,0.48307605800799974
GB-CHC-1077889,2016,0.3462526603999998
GB-CHC-1077889,2018,0.007793597999999996
GB-CHC-1078768,2012,0.9783021082999995
GB-CHC-1078768,2013,0.6561465466999997
GB-CHC-1078803,2015,0.06919682183099997
GB-CHC-1078803,2016,0.11307218070499993
GB-CHC-1078803,2017,0.03955187929999998
GB-CHC-1078803,2018,0.030270183299999982
GB-CHC-1078803,2019,0.0075055627599999964
GB-CHC-1078803,2020,0.10611880319099994
GB-CHC-1078803,2021,0.046912919999999976
GB-CHC-1079358,2013,0.05358287789999997
GB-CHC-1079358,2015,0.3695008749569998
GB-CHC-1079358,2016,0.26682984349999983
GB-CHC-1079358,2017,0.13634612170199992
GB-CHC-1079358,2018,0.46982288066599975
GB-CHC-1079358,2019,0.1874404961939999
GB-CHC-1079358,2020,0.05103804115499998
GB-CHC-1079599,2012,0.1501188217999999
GB-CHC-1079599,2015,0.10712035619999993
GB-CHC-1079599,2016,0.23909951559999987
GB-CHC-1079599,2018,0.24026763469699988
GB-CHC-1081247,2015,1.5956420797754218
GB-CHC-1081247,2016,2.291468181224582
GB-CHC-1081247,2018,0.22776169693799986
GB-CHC-1081247,2019,0.5224173966629998
GB-CHC-1081247,2020,0.8739571683689996
GB-CHC-1081247,2021,1.2377306693989993
GB-CHC-1081247,2022,0.8717197090828285
GB-CHC-1081247,2023,0.008868985300000002
GB-CHC-1081769,2020,0.011596684658999995
GB-CHC-1081769,2021,0.21814268190999989
GB-CHC-1084729,2014,0.04597652802799997
GB-CHC-1084729,2015,0.06633947189499996
GB-CHC-1084729,2016,0.14869471201399992
GB-CHC-1084729,2017,0.06551423327699997
GB-CHC-1098106,2017,3.528659949099998
GB-CHC-1098106,2018,4.7921251043169955
GB-CHC-1098106,2019,7.185855863658995
GB-CHC-1098106,2020,4.134723498285998
GB-CHC-1098752,2014,0.0025879033099999982
GB-CHC-1098752,2015,0.05055440930499997
GB-CHC-1104458,2015,0.8176795845999995
GB-CHC-1104458,2016,0.33269961869999987
GB-CHC-1105489,2014,0.06642458353399998
GB-CHC-1105489,2015,0.1786497212019999
GB-CHC-1105489,2016,0.1963162567149999
GB-CHC-1105489,2017,0.10419346920999993
GB-CHC-1105489,2019,0.11386416411599994
GB-CHC-1105489,2020,0.4390388495599998
GB-CHC-1105489,2021,0.47228458569899967
GB-CHC-1106156,2019,0.04570864516599997
GB-CHC-1106156,2020,0.08924030384599997
GB-CHC-1106156,2021,0.06498725741999997
GB-CHC-1106349,2018,0.42410370531499975
GB-CHC-1106349,2019,0.7457275240999995
GB-CHC-1106349,2020,0.48960946399999966
GB-CHC-1106349,2021,0.5011245680999996
GB-CHC-1106349,2022,0.11812975919999995
GB-CHC-1107403,2019,0.4302847977999998
GB-CHC-1107403,2020,0.6051476626999998
GB-CHC-1108464,2013,0.029121321199999984
GB-CHC-1108464,2014,0.11647393489999995
GB-CHC-1108464,2015,0.10141640089999995
GB-CHC-1108464,2016,0.04760652499999997
GB-CHC-1108718,2017,0.45601123779999975
GB-CHC-1109789,2014,0.347805467403
GB-CHC-1109789,2015,0.5321267821169997
GB-CHC-1109789,2016,1.385048714208999
GB-CHC-1109789,2017,0.6105219412379997
GB-CHC-1109789,2018,0.5343126215249997
GB-CHC-1109789,2019,0.4806387930929998
GB-CHC-1109789,2020,0.26139269912699986
GB-CHC-1109789,2021,0.1277201977019999
GB-CHC-1112842,2017,0.39782093104999977
GB-CHC-1112842,2018,1.6748518650769992
GB-CHC-1112842,2019,1.4512398555219992
GB-CHC-1113868,2015,0.1597895049
GB-CHC-1113868,2016,1.159369280795
GB-CHC-1113868,2017,0.818411636394
GB-CHC-1113868,2018,0.1769081294909999
GB-CHC-1114727,2018,0.044417203099999976
GB-CHC-1114727,2019,0.034586575491999984
GB-CHC-1114727,2020,0.08654378199299997
GB-CHC-1114727,2021,0.03083011169999998
GB-CHC-1114944,2013,0.14322987388499991
GB-CHC-1114944,2014,0.06578893868999997
GB-CHC-1114944,2015,0.08279649900899995
GB-CHC-1115109,2022,0.008773296145999995
GB-CHC-1115109,2023,0.7678053874129995
GB-CHC-1115109,2024,0.4367062811669998
GB-CHC-1115482,2012,0.8263268984197636
GB-CHC-1115482,2013,10.383004515429795
GB-CHC-1115482,2014,12.46746211065606
GB-CHC-1115482,2015,14.778048796555877
GB-CHC-1115482,2016,14.733194944637992
GB-CHC-1115482,2017,6.0050581843099975
GB-CHC-1115482,2018,1.9534098502999988
GB-CHC-1115482,2019,0.3545317818999998
GB-CHC-1115482,2020,1.6780205553809988
GB-CHC-1115482,2021,2.4476271719239984
GB-CHC-1115482,2022,2.020796665744999
GB-CHC-1115482,2023,0.3337944370240995
GB-CHC-1117377,2019,0.056486384095999966
GB-CHC-1117377,2020,0.11984678468299995
GB-CHC-1117377,2021,0.15008362449899995
GB-CHC-1117528,2014,0.055924374880999966
GB-CHC-1117528,2015,0.12603311073299991
GB-CHC-1117528,2016,0.07794563283699994
GB-CHC-1117528,2017,0.05561562186799998
GB-CHC-1119168,2021,0.09098117672999995
GB-CHC-1120413,2015,0.0
GB-CHC-1122299,2013,0.024029869558999987
GB-CHC-1122299,2014,0.13774208373599994
GB-CHC-1122299,2015,0.1639150540239999
GB-CHC-1122299,2016,0.03796323379699998
GB-CHC-1122299,2017,0.08776687243899996
GB-CHC-1122299,2018,0.07029222590199995
GB-CHC-1122330,2019,0.30375106819999986
GB-CHC-1122330,2020,0.01691765649999999
GB-CHC-1122330,2021,1.9620655663751403
GB-CHC-1122330,2022,2.291046576110036
GB-CHC-1122330,2023,1.7481431396090361
GB-CHC-1122330,2024,0.3443666601279998
GB-CHC-1123384,2021,0.012893410733999994
GB-CHC-1125217,2016,0.05545687249999997
GB-CHC-1125217,2017,0.11781196199999994
GB-CHC-1125217,2018,0.06337487801499997
GB-CHC-1125217,2019,0.10644673963499995
GB-CHC-1125217,2020,0.17229323492899992
GB-CHC-1125217,2021,0.055992877832999964
